,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
290,Serenje,-13.2325,30.2352,57.22,93,48,3.2,ZM,1622686362
291,Huilong,31.8111,121.655,80.04,84,99,5.97,CN,1622686362
292,Yumen,40.2833,97.2,70.9,9,0,12.26,CN,1622686363
293,Namatanai,-3.6667,152.4333,84.87,68,100,2.86,PG,1622686363
294,Bonthe,7.5264,-12.505,79.54,82,100,4.63,SL,1622686363
295,Aripuanã,-9.1667,-60.6333,72.54,66,13,1.66,BR,1622686364
296,Lima,-12.0432,-77.0282,62.85,84,90,5.75,PE,1622686347
297,Kaeo,-35.1,173.7833,64.33,64,100,2.55,NZ,1622686364
298,Banjar,-8.19,114.9675,82.26,59,13,1.39,ID,1622686364
299,Merauke,-8.4667,140.3333,81.43,76,97,11.36,ID,1622686365
300,Kilindoni,-7.9139,39.6668,77.85,75,43,7.99,TZ,1622686365
301,Potam,27.6,-110.3833,91.44,31,35,4.74,MX,1622686365
302,Torbay,47.6666,-52.7314,56.88,83,0,19.28,CA,1622686366
303,Pauini,-7.7136,-66.9764,74.77,69,36,2.28,BR,1622686366
304,Brigantine,39.4101,-74.3646,66.02,92,1,8.28,US,1622686366
305,Harper,4.375,-7.7169,79.03,87,41,7.65,LR,1622686367
306,Cartagena del Chairá,1.3349,-74.8429,71.91,98,62,2.84,CO,1622686367
307,Kollam,8.8833,76.6,82.27,82,79,2.48,IN,1622686220
308,Catumbela,-12.4314,13.5472,72.36,85,27,5.44,AO,1622686367
309,Lebu,-37.6167,-73.65,55.92,98,100,5.14,CL,1622686368
310,Zhuangyuan,37.2975,120.8256,70.84,70,100,7.09,CN,1622686368
311,São João da Barra,-21.6403,-41.0511,71.78,89,0,8.39,BR,1622686368
312,Wainwright,52.839,-110.8572,76.84,51,86,4.99,CA,1622686369
313,Atar,20.5169,-13.0499,91.04,27,100,4.12,MR,1622686369
314,Ust-Nera,64.5667,143.2,57.38,34,7,2.39,RU,1622686369
315,Ozernovskiy,51.5,156.5167,41.67,84,98,7.11,RU,1622686370
316,Acaraú,-2.8856,-40.12,77.99,83,6,11.45,BR,1622686370
317,Half Moon Bay,37.4636,-122.4286,78.62,79,90,6.91,US,1622686132
318,Lüderitz,-26.6481,15.1594,65.32,30,4,21.47,NA,1622686370
319,Novy Urengoy,66.0833,76.6333,39.67,54,49,4.45,RU,1622686371
320,San Quintín,30.4833,-115.95,63.72,79,99,8.95,MX,1622686371
321,Dickinson,29.4608,-95.0513,81.95,79,75,1.01,US,1622686371
322,Mahébourg,-20.4081,57.7,75.25,67,71,18.95,MU,1622686118
323,Noshiro,40.2039,140.0242,76.35,52,99,1.81,JP,1622686372
324,Saldanha,-33.0117,17.9442,57.02,84,0,12.3,ZA,1622686372
325,Caravelas,-17.7125,-39.2481,72.88,87,14,4.09,BR,1622686372
326,Acapulco de Juárez,16.8634,-99.8901,85.82,70,90,7.92,MX,1622686261
327,Aquiraz,-3.9014,-38.3911,80.69,83,15,10.38,BR,1622686373
328,Pontianak,-0.0333,109.3333,84.18,84,20,4.0,ID,1622686373
329,Mandalgovi,45.7625,106.2708,55.78,47,6,16.28,MN,1622686373
330,Kumul,42.8,93.45,83.73,6,1,10.67,CN,1622686374
331,Hurghada,27.2574,33.8129,76.08,43,35,24.74,EG,1622686374
332,Takaka,-40.85,172.8,60.57,62,1,3.56,NZ,1622686374
333,Nikolskoye,59.7035,30.7861,48.09,73,42,3.71,RU,1622686375
334,Khandyga,62.6667,135.6,71.02,36,0,3.44,RU,1622686375
335,Aného,6.2333,1.6,80.94,80,31,9.62,TG,1622686375
336,Gagarin,55.5529,34.9954,44.19,89,2,8.14,RU,1622686376
337,Lodja,-3.4833,23.4333,73.22,62,100,2.17,CD,1622686376
338,Sahuaripa,29.05,-109.2333,90.57,14,77,10.63,MX,1622686376
339,Kiryat Gat,31.61,34.7642,65.8,68,0,3.09,IL,1622686377
340,Ruyigi Province,-3.45,30.3167,58.01,82,100,3.58,BI,1622686377
341,Karratha,-20.7377,116.8463,69.46,40,100,19.73,AU,1622686377
342,Altay,47.8667,88.1167,77.7,33,58,4.14,CN,1622686378
343,Hayvoron,48.3396,29.8679,50.52,94,100,13.89,UA,1622686378
344,Flinders,-34.5833,150.8552,58.37,88,100,4.0,AU,1622686378
345,Coolum Beach,-26.5333,153.1,71.11,79,97,4.21,AU,1622686379
346,Verkhnyaya Inta,65.9811,60.3094,34.7,81,98,15.57,RU,1622686379
347,Atocha,-20.9333,-66.2333,41.27,21,63,2.91,BO,1622686379
348,Oshkosh,44.0247,-88.5426,69.98,48,1,5.75,US,1622686305
349,Linxia Chengguanzhen,35.6003,103.2064,59.97,44,100,1.86,CN,1622686380
350,Ambunti,-4.2365,142.8448,90.48,55,21,1.3,PG,1622686380
351,Bilibino,68.0546,166.4372,65.46,20,85,8.3,RU,1622686380
352,Gimli,50.6336,-96.9907,66.51,73,100,13.15,CA,1622686380
353,Mar del Plata,-38.0023,-57.5575,49.12,4,100,7.0,AR,1622686252
354,Marzuq,14.4,46.4667,74.03,36,5,5.64,YE,1622686381
355,Urengoy,65.9667,78.3667,40.91,54,60,6.38,RU,1622686381
356,Shimoda,34.6667,138.95,74.1,71,100,12.06,JP,1622686382
357,Keta,5.9179,0.9879,80.98,81,16,6.6,GH,1622686382
358,Luanda,-8.8368,13.2343,77.0,83,75,2.3,AO,1622686145
359,Churapcha,62.0025,132.4325,70.32,39,88,6.82,RU,1622686382
360,Baykit,61.67,96.37,58.15,73,100,7.85,RU,1622686383
361,Khvastovichi,53.4694,35.0941,50.14,92,3,7.56,RU,1622686383
362,Porlamar,10.958,-63.8491,87.89,62,83,12.1,VE,1622686383
363,Vallenar,-28.5708,-70.7581,66.29,46,0,0.6,CL,1622686384
364,Treinta y Tres,-33.2333,-54.3833,44.6,88,3,4.32,UY,1622686384
365,Benghazi,32.1167,20.0667,73.49,50,60,11.32,LY,1622686384
366,Adwa,14.1646,38.8955,69.51,27,83,2.57,ET,1622686385
367,Guerrero Negro,27.9769,-114.0611,63.93,78,0,15.55,MX,1622686385
368,Cascais,38.6979,-9.4215,58.86,72,74,13.0,PT,1622686385
369,Saint George,37.1041,-113.5841,100.26,10,1,1.01,US,1622686254
370,Mehamn,71.0357,27.8492,51.21,69,67,4.92,NO,1622686386
371,Norman Wells,65.282,-126.8329,48.31,79,100,2.98,CA,1622686386
372,Oberá,-27.4871,-55.1199,59.68,93,100,1.39,AR,1622686386
373,Te Anau,-45.4167,167.7167,52.84,79,72,2.28,NZ,1622686387
374,Virginia Beach,36.8529,-75.978,68.07,94,100,8.57,US,1622686169
375,Kolomak,49.8399,35.3044,51.96,87,100,19.53,UA,1622686387
376,Mehrān,33.1222,46.1646,78.28,16,0,11.72,IR,1622686387
377,Agno,45.9833,8.85,63.36,87,75,1.14,CH,1622686388
378,Nemuro,43.3236,145.575,50.85,97,98,8.77,JP,1622686388
379,Nicoya,10.1483,-85.452,80.15,81,61,2.39,CR,1622686388
380,Novi Pazar,43.1367,20.5122,45.03,90,7,3.18,RS,1622686389
381,Matara,5.9485,80.5353,81.37,80,95,11.39,LK,1622686389
382,Rāvar,31.2656,56.8055,85.41,11,0,2.84,IR,1622686389
383,São Joaquim,-28.2939,-49.9317,51.73,96,99,3.94,BR,1622686390
384,Aliwal North,-30.6937,26.7114,45.75,75,100,17.31,ZA,1622686390
385,Rodino,52.5,80.25,69.21,72,100,6.8,RU,1622686390
386,Lucea,18.451,-78.1736,80.46,78,10,6.4,JM,1622686390
387,Gisborne,-38.6533,178.0042,59.95,60,0,5.64,NZ,1622686390
388,Atambua,-9.1061,124.8925,83.44,53,22,0.81,ID,1622686391
389,Riyadh,24.6877,46.7219,86.05,12,0,3.44,SA,1622686238
390,Hervey Bay,-25.2986,152.8535,78.04,69,98,4.0,AU,1622686391
391,Terrace,54.5163,-128.6035,60.71,94,75,8.05,CA,1622686392
392,Jinchang,38.4953,102.1739,64.89,11,53,3.96,CN,1622686392
393,Chunskiy,56.0815,99.6342,72.21,40,11,5.7,RU,1622686392
394,Querfurt,51.3833,11.6,60.46,89,100,3.69,DE,1622686393
395,Avera,33.194,-82.5271,78.31,62,100,3.53,US,1622686393
396,Kanashevo,55.2169,62.0634,54.16,95,100,6.62,RU,1622686393
397,Zhangye,38.9342,100.4517,68.81,11,1,2.8,CN,1622686394
398,Slave Lake,55.2834,-114.769,69.73,71,100,6.96,CA,1622686394
399,Mathathane,-22.2687,28.7495,51.12,42,0,6.91,BW,1622686394
400,Kelso,46.1468,-122.9084,87.96,59,1,9.22,US,1622686395
401,Jalpan,21.2333,-99.4833,70.11,92,100,2.98,MX,1622686395
402,Korla,41.7597,86.1469,84.61,17,4,4.09,CN,1622686395
403,Przeworsk,50.0591,22.4941,50.36,84,97,3.38,PL,1622686396
404,Dillon,34.4166,-79.3712,75.2,93,100,5.75,US,1622686396
405,Rebrikha,53.0733,82.3408,70.52,54,100,5.19,RU,1622686396
406,Sangar,63.9242,127.4739,70.74,31,25,4.03,RU,1622686397
407,Anadyr,64.75,177.4833,43.3,52,0,6.93,RU,1622686397
408,Jørpeland,59.0225,6.0408,60.78,65,3,9.4,NO,1622686397
409,Izvestkovyy,48.9833,131.55,51.22,98,100,11.99,RU,1622686398
410,Jingdezhen,29.2947,117.2079,80.01,90,97,3.67,CN,1622686398
411,Ina,35.8276,137.9538,75.45,55,42,1.74,JP,1622686398
412,Gaoua,10.2992,-3.2508,79.99,66,95,6.46,BF,1622686399
413,Chimbarongo,-34.7,-71.05,55.72,92,55,2.01,CL,1622686399
414,Robertsport,6.7533,-11.3686,80.8,78,81,4.03,LR,1622686399
415,Poya,-21.35,165.15,76.05,54,54,6.85,NC,1622686400
416,Birin,26.8865,88.0718,70.72,62,11,2.3,NP,1622686400
417,Nabire,-3.3667,135.4833,81.32,86,38,1.59,ID,1622686274
418,Lompoc,34.6391,-120.4579,73.54,87,75,9.22,US,1622686400
419,Buta,2.7858,24.73,68.52,95,37,0.47,CD,1622686401
420,Sinaloa,25.0,-107.5,86.45,33,47,4.03,MX,1622686139
421,Cabo San Lucas,22.8909,-109.9124,87.8,47,40,11.5,MX,1622686226
422,Krasnokamensk,50.0979,118.0369,56.23,61,100,17.92,RU,1622686401
423,Port Hardy,50.6996,-127.4199,59.49,86,100,6.76,CA,1622686402
424,Tarko-Sale,64.9225,77.785,42.01,72,80,9.48,RU,1622686402
425,Baringo,0.4667,35.9667,65.73,66,40,6.89,KE,1622686402
426,Lüleburgaz,41.4039,27.3592,54.77,86,65,2.35,TR,1622686403
427,Progreso,21.2833,-89.6667,77.11,80,6,14.76,MX,1622686403
428,Derzhavīnsk,51.1,66.3167,66.11,42,17,12.17,KZ,1622686403
429,Vyazemskiy,47.5378,134.7525,57.33,89,100,8.01,RU,1622686404
430,Sémbé,1.6481,14.5806,69.71,99,47,1.36,CG,1622686404
431,Phan Thiet,10.9333,108.1,88.21,66,72,9.17,VN,1622686374
432,Zhigansk,66.7697,123.3711,68.02,55,95,10.27,RU,1622686405
433,Wanning,18.8003,110.3967,90.3,68,98,12.21,CN,1622686405
434,Raudeberg,61.9875,5.1352,58.19,75,80,4.88,NO,1622686405
435,Impfondo,1.6381,18.0667,70.86,94,94,2.26,CG,1622686405
436,Seymchan,62.8833,152.4333,53.92,48,93,0.72,RU,1622686406
437,Auki,-8.7676,160.7034,84.92,70,66,3.24,SB,1622686406
438,Vardø,70.3705,31.1107,44.92,85,32,4.41,NO,1622686406
439,Edgewater,28.9889,-80.9023,78.03,88,20,11.5,US,1622686407
440,Nuuk,64.1835,-51.7216,36.21,93,90,12.66,GL,1622686407
441,Maïné Soroa,13.2114,12.0241,82.4,51,91,8.59,NE,1622686407
442,Kyren,51.6828,102.1408,68.23,35,0,0.29,RU,1622686333
443,Seoul,37.5683,126.9778,73.81,54,90,5.21,KR,1622686285
444,Kargil,34.5667,76.1,47.3,46,28,2.42,IN,1622686408
445,Sobolevo,54.4299,31.8996,51.96,78,95,7.92,RU,1622686408
446,Kazygurt,41.7589,69.3864,82.33,30,79,4.38,KZ,1622686408
447,Vestmannaeyjar,63.4427,-20.2734,44.82,75,82,4.52,IS,1622686409
448,Nizwá,22.9333,57.5333,87.57,17,39,2.17,OM,1622686409
449,Puerto Gaitán,4.3133,-72.0816,76.64,81,36,4.52,CO,1622686185
450,Mahibadhoo,3.7833,72.9667,84.36,64,83,16.11,MV,1622686410
451,Nouadhibou,20.931,-17.0347,65.41,84,94,23.02,MR,1622686410
452,College,64.8569,-147.8028,66.52,48,75,8.05,US,1622686410
453,Sandwick,60.0,-1.25,49.82,93,5,16.55,GB,1622686411
454,Kavaratti,10.5669,72.642,83.32,78,62,15.66,IN,1622686411
455,Poum,-20.2333,164.0167,74.7,58,85,12.03,NC,1622686411
456,Kajaani,64.2273,27.7285,46.45,81,0,2.3,FI,1622686412
457,Gazli,40.1333,63.45,88.83,20,0,13.4,UZ,1622686412
458,Rathdrum,47.8137,-116.892,92.21,32,1,6.91,US,1622686412
459,Gayéri,12.6497,0.4931,86.11,49,0,12.88,BF,1622686412
460,Alugan,12.2188,125.4808,86.04,63,100,4.47,PH,1622686413
461,Tuy Hoa,13.0833,109.3,91.02,53,100,10.67,VN,1622686318
462,Bontang,0.1333,117.5,83.91,67,51,2.66,ID,1622686413
463,Sylvan Lake,52.3168,-114.0853,79.36,30,56,6.91,CA,1622686414
464,Vaitape,-16.5167,-151.75,80.58,73,8,13.71,PF,1622686414
465,Morondava,-20.2833,44.2833,69.84,76,0,8.12,MG,1622686414
466,Vanderhoof,54.0166,-124.0198,67.8,67,100,3.53,CA,1622686415
467,Bull Savanna,17.8868,-77.5902,75.74,84,16,8.79,JM,1622686415
468,Kulachi,31.9286,70.4592,89.56,41,0,10.45,PK,1622686415
469,Oskemen,49.9565,82.6119,71.56,64,75,7.31,KZ,1622686416
470,Viedma,-40.8135,-62.9967,48.18,56,100,7.49,AR,1622686416
471,Kangaatsiaq,68.3065,-53.4641,35.4,83,96,13.53,GL,1622686416
472,Smithers,54.7804,-127.1743,61.68,79,100,4.63,CA,1622686417
473,Beirut,33.8889,35.4944,68.86,60,40,5.75,LB,1622686417
474,Dryden,49.7833,-92.7503,63.68,71,100,6.15,CA,1622686417
475,Umm Kaddadah,13.6017,26.6876,85.35,43,100,8.86,SD,1622686418
476,Saucillo,28.0167,-105.2833,70.34,51,100,4.83,MX,1622686418
477,Saint-Augustin,51.226,-58.6502,51.12,83,64,4.97,CA,1622686418
478,Galich,58.3797,42.3475,44.82,74,3,6.2,RU,1622686419
479,Klyuchi,52.2667,79.1667,69.04,73,97,12.01,RU,1622686419
480,Kota Belud,6.351,116.4305,87.66,86,99,1.92,MY,1622686419
481,Parintins,-2.6283,-56.7358,77.59,83,69,2.15,BR,1622686420
482,Talaya,61.3833,152.75,50.59,47,100,5.46,RU,1622686335
483,Amahai,-3.3333,128.9167,82.92,77,80,5.48,ID,1622686420
484,Mountain Home,43.133,-115.6912,92.68,10,1,9.15,US,1622686420
485,Husavik,66.0449,-17.3389,43.88,77,9,2.95,IS,1622686421
486,Santa Cruz de la Sierra,-17.8,-63.1667,72.19,73,89,5.1,BO,1622686416
487,Corrales,35.2378,-106.6067,78.04,28,20,7.0,US,1622686421
488,Yar-Sale,66.8333,70.8333,35.11,79,100,12.08,RU,1622686421
489,Qalyub,30.1792,31.2056,68.79,43,0,9.08,EG,1622686422
490,Ingrāj Bāzār,25.0,88.15,90.16,56,9,9.04,IN,1622686422
491,Santa Isabel Rio Negro,-0.4139,-65.0192,74.48,98,100,2.15,BR,1622686422
492,Aykhal,66.0,111.5,70.7,30,63,18.79,RU,1622686423
493,Adrar,20.5022,-10.0711,89.85,27,53,11.3,MR,1622686423
494,Oktyabr'skoye,43.0645,44.7417,55.54,100,100,3.2,RU,1622686423
495,Nicolás Bravo,18.45,-88.9167,81.95,73,19,5.79,MX,1622686424
496,Grass Valley,39.2191,-121.0611,91.71,28,1,1.01,US,1622686187
497,Chik,54.9928,82.4311,60.55,67,40,12.1,RU,1622686424
498,Rome,43.2128,-75.4557,68.43,88,75,5.75,US,1622686381
499,Verkhoyansk,67.5447,133.385,73.58,27,86,8.41,RU,1622686424
500,Kunda,25.7167,81.5167,94.05,35,0,6.82,IN,1622686425
501,Erzin,36.9559,36.2,66.0,83,2,2.57,TR,1622686425
502,Tondano,1.3038,124.9112,86.09,54,20,3.33,ID,1622686425
503,Vilyuysk,63.7553,121.6247,76.73,42,61,8.39,RU,1622686426
504,Khovd,48.0056,91.6419,72.61,23,76,6.04,MN,1622686426
505,North Bend,43.4065,-124.2243,72.25,86,75,9.22,US,1622686426
506,Kismayo,-0.3582,42.5454,77.04,82,100,12.44,SO,1622686427
507,Moose Factory,51.2585,-80.6094,64.4,48,54,7.9,CA,1622686427
508,Shirakawa,37.1223,140.2376,75.78,54,84,12.15,JP,1622686427
509,Esim,4.8699,-2.2405,79.21,83,49,5.57,GH,1622686428
510,Dawei,14.0833,98.2,86.22,72,60,2.26,MM,1622686428
511,Uyuni,-20.4597,-66.825,40.8,18,62,4.05,BO,1622686428
512,Olafsvik,64.8945,-23.7142,44.35,82,20,7.76,IS,1622686429
513,Bay Roberts,47.5999,-53.2648,57.65,82,0,8.01,CA,1622686429
514,Comarapa,-17.9,-64.4833,54.84,89,100,1.66,BO,1622686429
515,Saint-Pierre,-21.3393,55.4781,70.29,74,0,4.61,RE,1622686263
516,São Fidélis,-21.6461,-41.7469,66.97,92,0,2.13,BR,1622686430
517,Bharatpur,27.2167,77.4833,90.45,38,6,4.97,IN,1622686430
518,Dolores,-36.3132,-57.6792,45.99,69,100,5.95,AR,1622686430
519,Malmesbury,-33.4608,18.7271,57.54,88,0,6.89,ZA,1622686431
520,Beyneu,45.3167,55.2,81.39,41,0,7.27,KZ,1622686431
521,Owensboro,37.7742,-87.1133,70.27,100,90,4.61,US,1622686261
522,Willowmore,-33.2926,23.4895,49.1,79,47,5.84,ZA,1622686431
523,Bubaque,11.2833,-15.8333,79.41,79,87,12.19,GW,1622686432
524,Jackson,42.4165,-122.8345,94.87,20,1,12.66,US,1622686255
525,Uray,60.1247,64.7758,49.6,50,2,7.9,RU,1622686432
526,Amargosa,-13.0303,-39.6047,67.8,93,100,5.5,BR,1622686432
527,Cuiluan,47.72,128.648,55.22,92,100,10.85,CN,1622686433
528,Ouadda,8.0777,22.4007,69.64,75,100,3.44,CF,1622686433
529,Puqi,29.7167,113.8833,68.0,93,100,13.33,CN,1622686433
530,Tomatlán,19.9333,-105.25,81.59,73,93,5.19,MX,1622686434
531,Halifax,44.6453,-63.5724,63.52,65,100,7.56,CA,1622686326
532,Durango,24.8333,-104.8333,65.03,56,65,3.53,MX,1622686143
533,Cap Malheureux,-19.9842,57.6142,75.47,68,37,10.0,MU,1622686434
534,Kulhudhuffushi,6.6221,73.07,82.78,76,63,17.83,MV,1622686435
535,Atbasar,51.8,68.3333,61.63,49,100,12.88,KZ,1622686435
536,Coaraci,-14.6408,-39.5511,66.04,99,87,1.9,BR,1622686435
537,Petra,30.3222,35.4793,58.32,59,0,2.73,JO,1622686436
538,Isangel,-19.55,169.2667,78.91,65,75,10.49,VU,1622686436
539,Mananjary,-21.2167,48.3333,68.09,92,60,5.35,MG,1622686436
540,Coos Bay,43.3665,-124.2179,72.32,86,75,9.22,US,1622686437
541,Finnsnes,69.2296,17.9811,48.16,53,12,3.22,NO,1622686437
542,Mouila,-1.8685,11.0559,72.66,98,57,0.38,GA,1622686437
543,Pacific Grove,36.6177,-121.9166,76.62,86,75,3.0,US,1622686400
544,Daru,-9.0763,143.2092,79.52,81,100,13.51,PG,1622686207
545,Asbest,57.0099,61.4578,59.0,53,8,3.87,RU,1622686438
546,Chengde,40.9725,117.9361,67.06,27,1,13.22,CN,1622686438
547,Qaqortoq,60.7167,-46.0333,43.3,92,100,13.47,GL,1622686439
548,Goshen,41.5823,-85.8344,64.38,94,90,5.75,US,1622686425
549,Madawaska,47.3561,-68.3288,67.3,45,1,4.61,US,1622686439
550,Sivas Province,39.7916,37.0019,39.83,100,20,2.3,TR,1622686439
551,Tocopilla,-22.092,-70.1979,64.24,71,93,0.65,CL,1622686440
552,Mayo,38.8876,-76.5119,72.12,81,1,8.99,US,1622686440
553,Trairi,-3.2778,-39.2689,77.36,81,5,10.04,BR,1622686372
554,Ayagoz,47.9714,80.4392,79.65,31,100,11.45,KZ,1622686441
555,Cockburn Town,21.4612,-71.1419,79.74,78,98,19.42,TC,1622686227
556,Gaoyou,32.7858,119.4278,70.48,87,100,12.28,CN,1622686441
557,Aku,6.7081,7.3167,71.55,96,70,2.75,NG,1622686441
558,Shellbrook,53.2168,-106.4011,72.36,61,93,8.37,CA,1622686442
559,Imbituba,-28.24,-48.6703,66.09,91,99,3.4,BR,1622686442
560,Poso,-1.3959,120.7524,85.98,57,63,0.94,ID,1622686442
561,Mossamedes,-15.1961,12.1522,71.24,81,4,4.38,AO,1622686443
562,Dinghaicun,26.2847,119.7936,86.92,90,99,7.96,CN,1622686443
563,Sayyan,15.1718,44.3244,62.42,35,100,3.71,YE,1622686443
564,Aksarka,66.5606,67.7975,37.78,54,100,19.57,RU,1622686444
565,Mokokchūng,26.3333,94.5333,75.29,60,4,1.9,IN,1622686148
566,Koumac,-20.5667,164.2833,73.81,58,96,6.02,NC,1622686444
567,Murgab,37.4966,61.9714,80.47,36,0,6.04,TM,1622686444
568,Thunder Bay,48.4001,-89.3168,56.28,71,97,4.25,CA,1622686445
569,Hurup,56.7494,8.4195,55.71,10,97,21.94,DK,1622686445
570,Constitución,-35.3333,-72.4167,57.06,83,55,7.02,CL,1622686445
571,Hastings,50.8552,0.5729,63.54,90,25,6.42,GB,1622686446
572,Mkushi,-13.6202,29.3939,57.63,88,33,3.38,ZM,1622686446
573,Umluj,25.0213,37.2685,80.91,77,2,14.5,SA,1622686446
574,Alekseyevsk,57.8406,108.3492,79.83,28,72,1.3,RU,1622686447
575,Veinticinco de Mayo,-35.4323,-60.1727,49.05,61,54,1.01,AR,1622686447
576,Wairoa,-39.0333,177.3667,59.56,69,0,3.0,NZ,1622686447
577,Itaituba,-4.2761,-55.9836,78.85,73,61,1.74,BR,1622686448
578,Takhtamygda,54.1,123.5667,63.66,57,69,8.97,RU,1622686448
579,Los Algarrobos,8.5,-82.4333,81.45,86,100,1.81,PA,1622686448
580,Lerwick,60.1545,-1.1494,50.0,87,3,14.09,GB,1622686449
581,Praia,14.9215,-23.5087,72.14,83,40,9.22,CV,1622686449
